subj,exp,tp,self,other,fair,resp,rt,given,gen
2,1,10,70,10,60,0,2.79532194982767,40,0
2,1,10,56,27,29,0,3.59844872803569,23,0
2,1,10,96,6,90,0,5.7073492389527,44,0
2,1,10,93,19,74,0,5.05156924242328,31,0
2,1,10,7,76,-69,0,3.29338227871722,-26,0
2,1,10,46,82,-36,1,3.46299565763184,32,0
2,1,10,48,67,-19,1,4.37002124873288,17,0
2,1,10,58,3,55,0,3.27930573936374,47,0
2,1,10,24,54,-30,1,3.60966624861976,4,0
2,1,10,9,58,-49,0,3.07791200167503,-8,0
2,1,10,6,75,-69,0,3.18427317504666,-25,0
2,1,1.5,38,61,-23,1,0.762998223533941,11,0
2,1,1.5,63,21,42,1,0.706824587425217,-29,0
2,1,1.5,80,44,36,1,0.843333602042549,-6,0
2,1,1.5,90,15,75,0,0.935071849833548,35,0
2,1,1.5,84,20,64,0,0.958813388017006,30,0
2,1,1.5,96,22,74,0,0.701213412165998,28,0
2,1,1.5,84,17,67,0,0.878350620011588,33,0
2,1,1.5,16,98,-82,0,0.91270140902725,-48,0
2,1,1.5,16,80,-64,0,0.624437996527377,-30,0
2,1,1.5,60,28,32,0,0.876324161032244,22,0
2,1,1.5,54,49,5,1,0.75546322538321,-1,0
2,1,1.5,82,20,62,0,0.785823885575155,30,0
2,1,1.5,48,71,-23,1,1.00624001453434,21,0
2,1,1.5,5,96,-91,0,0.641971560792626,-46,0
2,1,1.5,31,52,-21,0,0.676494416188689,-2,0
2,1,1.5,20,66,-46,0,0.621592561947182,-16,0
2,1,1.5,70,1,69,0,0.736755987274591,49,0
2,1,1.5,49,80,-31,1,0.983252851592624,30,0
2,1,1.5,47,79,-32,1,0.907601301108116,29,0
2,1,1.5,49,89,-40,1,1.09129967175977,39,0
2,1,10,7,66,-59,0,5.44015369456611,-16,0
2,1,10,70,1,69,0,7.23323058861752,49,0
2,1,10,94,20,74,0,5.31424064846306,30,0
2,1,10,88,19,69,0,6.67260239538973,31,0
2,1,10,36,56,-20,0,8.91987386029359,-6,0
2,1,10,36,89,-53,0,4.93912446592185,-39,0
2,1,10,84,20,64,0,5.51154524369122,30,0
2,1,10,83,19,64,0,6.70910552352689,31,0
2,1,10,62,16,46,0,7.81911359857077,34,0
2,1,10,21,57,-36,0,5.89874139182029,-7,0
2,1,10,49,55,-6,1,4.28617692352782,5,0
2,1,10,49,93,-44,1,3.61223969756975,43,0
2,1,10,89,38,51,1,3.03773963342246,-12,0
2,1,10,20,70,-50,0,5.30212657147149,-20,0
2,1,10,52,2,50,0,4.4197906948757,48,0
2,1,10,94,12,82,0,3.98906446909132,38,0
2,1,10,66,23,43,0,5.44786770212795,27,0
2,1,10,90,15,75,0,5.9841364275544,35,0
2,1,10,64,44,20,1,2.71436260428436,-6,0
2,1,10,80,29,51,0,4.31282638355606,21,0
2,1,1.5,95,21,74,1,0.81013294094555,-29,0
2,1,1.5,35,73,-38,0,0.908493631323836,-23,0
2,1,1.5,77,46,31,1,0.987581981373296,-4,0
2,1,1.5,48,82,-34,1,0.839270420475259,32,0
2,1,1.5,54,1,53,0,0.648335300066719,49,0
2,1,1.5,40,68,-28,1,0.761529621875525,18,0
2,1,1.5,98,7,91,0,0.654635948333635,43,0
2,1,1.5,3,51,-48,0,0.608436728670313,-1,0
2,1,1.5,69,31,38,1,0.843550345309268,-19,0
2,1,1.5,20,67,-47,0,0.724664550596572,-17,0
2,1,1.5,91,13,78,0,0.823757881515121,37,0
