subj,trial,tp,self,other,fair,resp,rt,ffix,fdur,gazeself,gazeother,gazelateself,gazelateother,given
9,110,1.5,31,89,-58,0,0.701891213580893,0,0,13,189,188,153,-39
9,111,1.5,2,54,-52,0,0.460383794759764,0,0,179,62,7,125,-4
9,112,1.5,70,44,26,NaN,NaN,0,0,31,187,517,603,0
9,113,1.5,71,32,39,0,0.951416368017817,0,0,0,100,0,666,18
9,114,1.5,75,11,64,0,0.781841561580222,0,0,0,266,311,94,39
9,115,1.5,9,89,-80,0,1.35358520172849,0,0,0,258,265,691,-39
9,116,1.5,88,43,45,0,1.16717496172896,0,0,0,214,354,368,7
9,117,1.5,20,56,-36,NaN,NaN,0,0,57,184,409,420,0
9,118,1.5,1,89,-88,0,0.709988945431178,0,0,0,94,0,424,-39
9,119,1.5,98,47,51,0,0.86181304065758,0,0,0,110,63,465,3
9,120,1.5,98,22,76,0,0.671562981491661,0,0,101,0,107,209,28
9,121,10,96,45,51,0,3.51772418869223,0,0,96,0,1098,1790,5
9,122,10,5,76,-71,0,5.7959486708005,0,0,80,0,2859,2159,-26
9,123,10,100,11,89,0,4.94288786400284,0,0,6,228,2031,2541,39
9,124,10,53,19,34,0,4.55533177607867,0,0,96,0,571,3237,31
9,125,10,59,19,40,0,6.19991938191561,0,0,0,105,1683,2998,31
9,126,10,93,39,54,0,4.13869509542019,0,0,0,253,1308,2058,11
9,127,10,79,30,49,0,4.4640690551696,0,0,0,206,1382,2239,20
9,128,10,90,24,66,0,3.48801841785462,0,0,0,116,545,2490,26
9,129,10,100,5,95,0,2.49562198429885,0,0,0,96,526,1269,45
9,130,10,88,43,45,0,5.26286705894563,0,0,0,261,845,3839,7
9,131,10,77,46,31,0,4.74854048836278,0,0,0,258,1365,2888,4
9,132,10,95,43,52,0,4.36902326713607,0,0,0,113,1662,2289,7
9,133,10,88,50,38,0,4.04437802778739,0,0,0,265,1084,1714,0
9,134,10,31,75,-44,0,4.70112777783652,0,0,0,118,1254,2879,-25
9,135,10,27,60,-33,0,4.12300285330457,0,0,0,179,1463,1792,-10
9,136,10,15,75,-60,0,4.39239394009383,0,0,0,261,881,2925,-25
9,137,10,4,56,-52,0,4.25103667269286,0,0,0,265,1271,2026,-6
9,138,10,4,69,-65,0,4.72305368864727,0,0,76,0,1793,2124,-19
9,139,10,72,49,23,0,3.84825443390946,0,0,0,0,1018,2062,1
9,140,10,84,33,51,0,6.07301607532281,0,0,99,0,3161,2172,17
9,141,1.5,30,50,-20,0,0.815210556127568,0,0,102,0,55,428,0
9,142,1.5,45,87,-42,0,0.945643055003529,0,0,104,0,60,551,-37
9,143,1.5,86,31,55,0,0.599435359426934,0,0,88,146,82,182,19
9,144,1.5,64,24,40,0,0.474605313687789,0,0,79,0,82,53,26
9,145,1.5,17,77,-60,0,0.427093287084062,0,0,229,0,0,129,-27
9,146,1.5,1,54,-53,0,0.300941945077284,0,0,263,0,15,0,-4
9,147,1.5,89,15,74,0,0.307517031655152,0,0,124,0,22,0,35
9,148,1.5,25,73,-48,0,0.282103888848724,0,0,112,0,0,0,-23
9,149,1.5,96,23,73,0,0.345295780791275,0,0,99,0,60,0,27
9,150,1.5,5,99,-94,0,0.206553333644479,0,0,11,0,0,0,-49
9,151,1.5,2,89,-87,0,0.317166992290367,0,0,114,0,23,0,-39
9,152,1.5,5,90,-85,0,0.283758452436814,0,0,169,69,0,0,-40
9,153,1.5,21,62,-41,0,0.347643141942171,0,0,0,106,0,45,-12
9,154,1.5,77,46,31,0,0.385578261075352,0,0,29,195,100,0,4
9,155,1.5,83,13,70,0,0.381431135625462,0,0,67,163,95,0,37
9,156,1.5,31,69,-38,0,0.440668496823491,0,0,1,225,154,0,-19
9,157,1.5,62,22,40,0,0.449877119755911,0,0,11,208,164,0,28
9,158,1.5,97,22,75,0,0.338421538492184,0,0,0,258,0,16,28
9,159,1.5,5,82,-77,0,0.383664087070429,0,0,76,145,97,0,-32
9,160,1.5,91,37,54,0,0.698798529039777,0,0,119,0,28,320,13
10,1,10,100,0,100,0,1.37952662127645,0,0,116,0,334,557,50
10,2,10,85,15,70,1,7.82224207377112,0,0,247,0,2398,2183,-35
10,3,10,53,40,13,1,5.10647985759169,0,0,258,0,2308,1678,-10
10,4,10,98,38,60,0,6.16486231565614,0,0,267,0,2752,2308,12
10,5,10,0,68,-68,0,6.14037924225522,0,0,262,0,574,3560,-18
10,6,10,50,43,7,1,5.06046843956392,0,0,260,0,2074,1842,-7
10,7,10,100,15,85,0,7.26510091573982,0,0,261,0,4228,2271,35
10,8,10,75,0,75,0,6.7641222448492,0,0,263,0,3048,2228,50
10,9,10,48,80,-32,0,6.74800949423479,0,0,170,0,3084,2466,-30
10,10,10,53,40,13,1,4.8760728971356,0,0,264,0,2944,651,-10
10,11,10,25,55,-30,0,5.13587107720559,0,0,251,0,2042,1671,-5
10,12,10,50,100,-50,0,8.00824055957855,0,0,126,0,4430,2222,-50
10,13,10,50,43,7,1,4.48567679201551,0,0,160,0,2131,1463,-7
10,14,10,80,45,35,1,5.87247517977448,0,0,262,0,2171,2019,-5
10,15,10,3,100,-97,0,5.16402884547279,0,0,118,0,2252,2077,-50
10,16,10,28,85,-57,0,5.45184593242811,0,0,261,0,2655,1726,-35
10,17,10,48,100,-52,0,5.19139963193629,0,0,225,14,2261,1994,-50
10,18,10,48,60,-12,1,4.68588834431648,0,0,213,22,2706,1106,10
10,19,10,75,0,75,0,5.6964055848639,0,0,264,0,1697,2609,50
10,20,10,53,0,53,0,4.61932876191531,0,0,260,0,1806,1908,50
10,21,1.5,48,60,-12,1,0.747833502522553,0,0,190,31,19,385,10
10,22,1.5,0,68,-68,0,0.582328844024232,0,0,171,65,0,251,-18
10,23,1.5,53,0,53,1,0.590861876129566,0,0,170,68,0,305,-50
10,24,1.5,30,100,-70,0,0.622723017158933,0,0,263,0,23,267,-50
10,25,1.5,98,38,60,0,0.925907833210658,0,0,161,52,240,287,12
10,26,1.5,80,45,35,1,1.08030478840374,0,0,174,65,154,497,-5
10,27,1.5,53,23,30,1,0.893339706608458,0,0,204,29,238,292,-27
10,28,1.5,48,100,-52,0,0.617151053151247,0,0,172,65,91,193,-50
10,29,1.5,25,55,-30,0,0.655648560890768,0,0,154,64,0,348,-5
10,30,1.5,50,100,-50,0,0.741509875801057,0,0,176,65,202,195,-50
10,31,1.5,5,83,-78,0,0.703351974707402,0,0,199,40,0,411,-33
10,32,1.5,48,80,-32,1,0.65046420127328,0,0,167,64,0,364,30
10,33,1.5,53,23,30,1,1.00694884682525,0,0,210,26,267,405,-27
10,34,1.5,100,15,85,0,0.806668769449971,0,0,168,70,0,500,35
10,35,1.5,5,83,-78,0,0.541832034214167,0,0,153,23,0,256,-33
10,36,1.5,100,0,100,0,0.567655723723874,0,0,167,71,0,281,50
10,37,1.5,3,100,-97,0,0.520246031925126,0,0,189,50,0,226,-50
10,38,1.5,85,15,70,0,0.626785618287613,0,0,168,69,0,341,35
10,39,1.5,30,100,-70,0,0.720695459815033,0,0,267,0,74,311,-50
10,40,1.5,28,85,-57,0,0.523814769516321,0,0,177,60,0,238,-35
10,41,10,99,27,72,0,2.97749544146245,0,0,121,0,1384,806,23
10,42,10,90,40,50,1,2.32997786040323,0,0,240,0,716,1129,-10
10,43,10,45,85,-40,0,1.50065570923471,0,0,226,13,270,705,-35
10,44,10,89,18,71,0,1.75768118969609,0,0,273,0,691,664,32
10,45,10,98,14,84,0,1.43491540900322,0,0,273,0,346,648,36
10,46,10,16,52,-36,0,3.02895505574088,0,0,265,0,688,1247,-2
10,47,10,15,51,-36,0,3.01875206454679,0,0,134,0,821,1684,-1
10,48,10,42,58,-16,0,3.04783416664213,0,0,127,0,984,1478,-8
10,49,10,11,81,-70,0,3.04423463804596,0,0,207,0,1146,1381,-31
10,50,10,62,10,52,0,2.46467008319814,0,0,253,0,908,968,40
10,51,10,10,91,-81,0,3.0425746407509,0,0,135,0,661,1788,-41
10,52,10,69,16,53,0,3.23171562007337,0,0,171,0,1232,1195,34
10,53,10,79,25,54,1,3.18138983919016,0,0,266,0,1277,1204,-25
10,54,10,49,67,-18,0,2.62045595411473,0,0,280,0,1256,759,-17
10,55,10,46,55,-9,0,2.80174854833422,0,0,264,0,912,1364,-5
10,56,10,94,7,87,0,2.99147606607221,0,0,269,0,1102,1322,43
10,57,10,77,11,66,0,3.29393850105043,0,0,264,0,1452,1075,39
10,58,10,69,47,22,1,2.74424363384969,0,0,153,66,1055,1007,-3
10,59,10,45,57,-12,0,3.2327881733363,0,0,0,83,2175,550,-7
10,60,10,3,79,-76,0,3.50913108367786,0,0,223,12,909,1982,-29
10,61,1.5,91,14,77,0,0.870589381793252,0,0,179,60,175,353,36
10,62,1.5,98,13,85,0,0.625699480757248,0,0,180,58,0,339,37
10,63,1.5,68,32,36,1,0.543514671951925,0,0,204,33,0,257,-18
10,64,1.5,8,83,-75,0,0.512016381759167,0,0,209,28,0,226,-33
10,65,1.5,11,55,-44,0,0.59391018540191,0,0,158,72,0,308,-5
10,66,1.5,96,29,67,0,0.641097397112389,0,0,190,50,0,355,21
10,67,1.5,100,11,89,0,0.789591234082764,0,0,188,50,35,421,39
10,68,1.5,100,33,67,0,0.43606946786349,0,0,169,69,0,150,17
10,69,1.5,24,99,-75,0,0.560634771352852,0,0,179,55,0,266,-49
10,70,1.5,43,93,-50,1,0.520490548711678,0,0,195,40,0,234,43
10,71,1.5,21,79,-58,0,0.392366167548971,0,0,201,40,0,106,-29
10,72,1.5,84,41,43,1,0.780290841888927,0,0,184,57,0,494,-9
10,73,1.5,79,36,43,1,0.619328460043107,0,0,196,41,0,333,-14
10,74,1.5,16,50,-34,0,0.544567905370059,0,0,203,36,0,259,0
10,75,1.5,39,55,-16,0,0.769030089188163,0,0,246,0,29,406,-5
10,76,1.5,100,17,83,0,0.734939921057958,0,0,231,5,0,449,33
10,77,1.5,99,7,92,0,0.508677972940859,0,0,211,0,31,142,43
10,78,1.5,30,80,-50,0,0.579865261932355,0,0,194,46,0,294,-30
10,79,1.5,80,28,52,1,0.743710526880022,0,0,204,29,0,458,-22
10,80,1.5,89,12,77,0,0.62409623550775,0,0,216,20,0,338,38
10,81,10,71,20,51,0,3.5558180925309,0,0,210,29,1221,1145,30
10,82,10,52,5,47,0,2.45871806161813,0,0,124,0,935,1001,45
10,83,10,87,20,67,0,3.53330020959947,0,0,248,0,1140,990,30
10,84,10,48,57,-9,0,3.13165150233908,0,0,107,0,1088,1397,-7
10,85,10,89,35,54,0,2.91528010729962,0,0,133,0,1443,927,15
10,86,10,89,14,75,0,2.64442886286088,0,0,286,0,645,1537,36
10,87,10,65,28,37,1,2.24033166713707,0,0,286,0,912,850,-22
10,88,10,5,63,-58,0,2.23630106450219,0,0,263,0,242,1513,-13
10,89,10,99,11,88,0,2.44829017535449,0,0,248,0,396,1347,39
10,90,10,75,45,30,0,2.78749986087678,0,0,110,0,1349,929,5
10,91,10,53,18,35,0,2.81540707490603,0,0,267,0,845,1441,32
10,92,10,94,21,73,0,2.72250609152616,0,0,261,0,989,1244,29
10,93,10,19,91,-72,0,2.51435378111455,0,0,227,12,1133,912,-41
10,94,10,26,53,-27,0,2.51494424387238,0,0,236,3,917,1117,-3
10,95,10,100,1,99,0,2.25151242360516,0,0,270,0,854,937,49
10,96,10,34,55,-21,0,2.82218139738325,0,0,202,37,1333,845,-5
10,97,10,84,17,67,0,3.06663811127146,0,0,90,144,1234,1272,33
10,98,10,51,8,43,0,2.7404267569982,0,0,266,0,844,1154,42
10,99,10,29,99,-70,0,3.40422492982361,0,0,238,3,1383,1506,-49
10,100,10,31,67,-36,0,3.2478416530812,0,0,244,0,1360,1349,-17
10,101,1.5,18,61,-43,0,0.630540007514355,0,0,167,50,0,344,-11
10,102,1.5,16,76,-60,0,0.483059858654087,0,0,186,50,0,176,-26
10,103,1.5,38,85,-47,0,0.580265544967915,0,0,166,75,0,283,-35
10,104,1.5,29,58,-29,0,0.642123763871496,0,0,258,0,5,276,-8
10,105,1.5,88,18,70,0,0.837318797704938,0,0,182,57,0,551,32
10,106,1.5,97,13,84,0,0.568402254604734,0,0,185,54,0,282,37
10,107,1.5,89,17,72,0,0.55016492480172,0,0,192,47,0,264,33
10,108,1.5,15,52,-37,0,0.788718822337614,0,0,199,42,3,440,-2
10,109,1.5,97,18,79,0,0.673871702685574,0,0,269,0,2,335,32
10,110,1.5,42,84,-42,0,1.05096247214715,0,0,207,35,213,506,-34
10,111,1.5,88,29,59,0,0.483308299784767,0,0,191,46,0,198,21
10,112,1.5,100,23,77,0,0.459843140710291,0,0,174,66,0,174,27
10,113,1.5,67,5,62,0,0.653734688761688,0,0,189,47,2,317,45
10,114,1.5,89,49,40,0,0.696200613383553,0,0,201,39,0,391,1
10,115,1.5,87,14,73,0,0.584596208942457,0,0,266,0,83,167,36
10,116,1.5,99,8,91,0,0.525160215587675,0,0,230,8,0,240,42
10,117,1.5,84,21,63,0,0.468326363839878,0,0,266,0,31,107,29
10,118,1.5,94,25,69,0,0.581601934862192,0,0,159,80,0,277,25
10,119,1.5,89,37,52,0,0.578066705124002,0,0,167,71,0,292,13
10,120,1.5,0,55,-55,0,0.559276042889906,0,0,167,72,0,256,-5
10,121,10,36,65,-29,0,2.83799861474654,0,0,0,208,1308,587,-15
10,122,10,75,12,63,0,2.95110151465451,0,0,266,0,1400,985,38
10,123,10,8,60,-52,0,2.9882571987946,0,0,216,0,1093,1129,-10
10,124,10,100,3,97,0,3.14399658133334,0,0,249,0,1101,1508,47
10,125,10,0,81,-81,0,3.39835924379986,0,0,113,0,1485,1488,-31
10,126,10,56,33,23,1,2.22662785967805,0,0,189,0,809,753,-17
10,127,10,59,3,56,0,2.22798568252438,0,0,277,0,524,1250,47
10,128,10,72,33,39,0,3.02993734910342,0,0,233,0,1088,1394,17
10,129,10,93,19,74,0,3.02431889671971,0,0,110,0,1388,999,31
10,130,10,94,20,74,0,4.48275889169599,0,0,122,0,1892,1998,30
10,131,10,72,33,39,0,5.67932472889697,0,0,207,0,3736,1071,17
10,132,10,33,96,-63,0,2.38224951191114,0,0,47,0,835,525,-46
10,133,10,99,7,92,0,4.08152707046247,0,0,286,0,1828,782,43
10,134,10,67,3,64,0,1.36096266534332,0,0,110,0,488,26,47
10,135,10,73,32,41,0,1.80237100958584,0,0,228,0,519,657,18
10,136,10,95,16,79,0,1.77313676371159,0,0,95,144,283,1071,34
10,137,10,19,83,-64,0,2.8012009514805,0,0,265,0,564,1366,-33
10,138,10,4,82,-78,0,2.70772852331538,0,0,271,0,492,1646,-32
10,139,10,32,93,-61,0,3.45825317785238,0,0,115,0,1367,908,-43
10,140,10,97,32,65,0,2.55447868391275,0,0,269,0,767,1114,18
10,141,1.5,11,90,-79,0,0.615131223747085,0,0,191,46,0,330,-40
10,142,1.5,100,32,68,0,0.504891283348115,0,0,157,64,0,199,18
10,143,1.5,84,21,63,0,0.600036387459113,0,0,173,16,0,314,29
10,144,1.5,90,22,68,0,0.491214342549938,0,0,196,43,0,163,28
10,145,1.5,60,0,60,0,0.763189458588386,0,0,263,0,17,398,50
10,146,1.5,96,40,56,0,0.440203009045945,0,0,207,31,0,154,10
10,147,1.5,47,84,-37,0,0.457424537631596,0,0,219,19,0,171,-34
10,148,1.5,23,58,-35,0,0.585906335922118,0,0,286,0,7,248,-8
10,149,1.5,89,26,63,0,0.70110785397992,0,0,188,51,0,260,24
10,150,1.5,4,57,-53,0,0.523533122403023,0,0,208,28,0,237,-7
10,151,1.5,69,19,50,0,0.686118673093006,0,0,145,40,0,338,31
10,152,1.5,97,33,64,0,0.893170959838244,0,0,268,0,64,440,17
10,153,1.5,88,15,73,0,0.764201939207851,0,0,271,0,60,361,35
10,154,1.5,27,97,-70,0,0.624691528228141,0,0,204,33,0,289,-47
10,155,1.5,19,84,-65,0,0.466519958345089,0,0,183,37,0,108,-34
10,156,1.5,24,96,-72,0,0.666321567687191,0,0,166,41,0,380,-46
10,157,1.5,71,27,44,1,0.754095245365534,0,0,180,38,71,348,-23
10,158,1.5,37,60,-23,0,0.526543697604211,0,0,197,43,0,241,-10
10,159,1.5,70,4,66,0,1.2443830989796,0,0,271,0,470,128,46
10,160,1.5,90,23,67,0,1.01333345180865,0,0,272,0,306,254,27
11,1,10,50,100,-50,0,3.09237788056862,0,0,0,0,1550,875,-50
11,2,10,53,23,30,1,2.32810413768675,0,0,0,0,1037,446,-27
11,3,10,28,85,-57,0,1.24278468405191,0,0,48,0,956,0,-35
11,4,10,50,100,-50,0,1.03831491719438,0,0,0,0,0,0,-50
11,5,10,48,100,-52,0,2.56982286731045,0,0,0,0,1241,253,-50
11,6,10,30,100,-70,0,2.42713071937851,0,0,95,0,695,777,-50
11,7,10,28,85,-57,0,1.44243052714592,0,0,0,0,538,423,-35
11,8,10,0,68,-68,0,4.19046986476496,0,0,37,0,1379,714,-18
11,9,10,100,0,100,1,4.73461510652851,0,0,45,0,2162,1337,-50
11,10,10,53,0,53,1,3.87251049922861,0,0,0,0,2165,342,-50
11,11,10,25,55,-30,0,3.30137573606589,0,0,0,0,739,697,-5
11,12,10,53,40,13,1,3.53776098101753,0,0,0,0,1811,644,-10
11,13,10,85,15,70,1,3.68406231746758,0,0,0,0,1840,393,-35
11,14,10,75,0,75,1,3.20023242387151,0,0,0,0,1692,471,-50
11,15,10,48,60,-12,0,3.2078930442317,0,0,0,0,947,1410,-10
11,16,10,25,55,-30,0,3.59172221333347,0,0,0,0,1195,940,-5
11,17,10,5,83,-78,0,3.43200807458834,0,0,0,0,1344,1029,-33
11,18,10,3,100,-97,0,3.08691579817923,0,0,0,0,1042,543,-50
11,19,10,53,40,13,1,3.09862664289085,0,0,31,0,1760,883,-10
11,20,10,53,0,53,1,3.45441849088274,0,0,26,0,1907,584,-50
11,21,1.5,0,68,-68,0,1.24774867669112,0,0,1,0,720,0,-18
11,22,1.5,48,60,-12,0,0.934073788625483,0,0,268,0,138,170,-10
11,23,1.5,53,23,30,1,0.873142620402632,0,0,276,0,149,320,-27
11,24,1.5,48,100,-52,0,0.614909649638321,0,0,131,0,329,0,-50
11,25,1.5,85,15,70,NaN,NaN,0,0,125,0,471,355,0
11,26,1.5,48,80,-32,0,0.851323572484944,0,0,130,0,86,344,-30
11,27,1.5,5,83,-78,0,0.945861007099211,0,0,108,0,523,64,-33
11,28,1.5,3,100,-97,0,1.00421931535675,0,0,266,0,153,211,-50
11,29,1.5,30,100,-70,0,0.787924897826088,0,0,184,33,81,365,-50
11,30,1.5,80,45,35,1,1.34839269164468,0,0,56,0,450,229,-5
11,31,1.5,80,45,35,1,0.846013633873554,0,0,137,0,277,239,-5
11,32,1.5,98,38,60,1,0.780518756047513,0,0,125,0,223,0,-12
11,33,1.5,100,0,100,1,0.62896574239312,0,0,126,0,343,0,-50
11,34,1.5,100,15,85,1,0.955456328798846,0,0,0,83,573,52,-35
11,35,1.5,100,15,85,1,0.691939984209966,0,0,91,0,153,150,-35
11,36,1.5,50,43,7,1,0.791705549967446,0,0,241,0,166,233,-7
11,37,1.5,48,80,-32,0,0.759531970821172,0,0,90,0,118,88,-30
11,38,1.5,50,43,7,1,0.608631001931371,0,0,142,0,254,0,-7
11,39,1.5,98,38,60,1,0.567850130026272,0,0,124,0,282,0,-12
11,40,1.5,75,0,75,1,0.600372673870424,0,0,123,0,315,0,-50
11,41,10,26,75,-49,0,1.45338910539886,0,0,66,0,511,272,-25
11,42,10,51,0,51,1,2.9623079306557,0,0,100,0,2009,169,-50
11,43,10,37,53,-16,0,1.95543519771854,0,0,0,0,737,326,-3
11,44,10,58,10,48,1,4.85288727242823,0,0,0,0,2483,752,-40
11,45,10,11,97,-86,0,3.16139440386542,0,0,94,0,773,1502,-47
11,46,10,51,1,50,1,1.39449829391742,0,0,109,0,885,0,-49
11,47,10,95,2,93,1,1.61807719857825,0,0,86,0,1245,0,-48
11,48,10,49,100,-51,0,0.736971825728688,0,0,82,0,451,0,-50
11,49,10,2,92,-90,0,3.04727902333798,0,0,119,0,1679,740,-42
11,50,10,49,97,-48,0,3.2690575599554,0,0,0,0,2884,0,-47
11,51,10,17,87,-70,0,3.21471838317484,0,0,87,0,956,364,-37
11,52,10,49,99,-50,0,2.3083994052904,0,0,27,0,508,732,-49
11,53,10,69,44,25,1,2.68573046532219,0,0,113,0,627,501,-6
11,54,10,49,96,-47,0,1.58359248299075,0,0,114,0,235,270,-46
11,55,10,51,0,51,1,3.69832609855439,0,0,91,0,3084,0,-50
11,56,10,80,25,55,1,5.62917946817743,0,0,50,0,2669,1219,-25
11,57,10,67,13,54,1,4.37820291039407,0,0,91,0,2055,212,-37
11,58,10,51,2,49,1,4.12151552721843,0,0,222,7,1643,107,-48
11,59,10,24,70,-46,0,6.18691320207472,0,0,98,0,2895,1051,-20
11,60,10,12,98,-86,0,4.77701944914679,0,0,112,0,2473,740,-48
11,61,1.5,51,2,49,1,0.807410470732066,0,0,125,0,499,0,-48
11,62,1.5,51,3,48,1,0.534590715225022,0,0,264,0,0,214,-47
11,63,1.5,42,63,-21,0,0.791766528227527,0,0,242,0,0,427,-13
11,64,1.5,51,0,51,1,0.567546748087807,0,0,172,0,281,0,-50
11,65,1.5,66,14,52,1,0.543428336758552,0,0,261,0,257,0,-36
11,66,1.5,91,3,88,1,0.448627367384688,0,0,267,0,162,0,-47
11,67,1.5,54,27,27,1,0.749182873299105,0,0,105,0,194,220,-23
11,68,1.5,51,1,50,1,0.725679376407243,0,0,118,0,134,0,-49
11,69,1.5,50,79,-29,0,1.08750626093843,0,0,271,0,63,662,-29
11,70,1.5,97,9,88,1,0.762432362531399,0,0,128,0,226,0,-41
11,71,1.5,18,83,-65,0,1.16096061297412,0,0,124,0,341,142,-33
11,72,1.5,60,16,44,1,0.673240789365082,0,0,122,0,219,122,-34
11,73,1.5,22,86,-64,0,1.23645532175124,0,0,143,0,237,339,-36
11,74,1.5,51,2,49,1,0.592750995072493,0,0,269,0,90,160,-48
11,75,1.5,51,0,51,1,0.599980541393961,0,0,134,0,314,0,-50
11,76,1.5,28,64,-36,0,0.877811683535583,0,0,286,0,318,208,-14
11,77,1.5,51,4,47,1,0.441579246481524,0,0,286,0,117,0,-46
11,78,1.5,51,3,48,1,0.494810550909278,0,0,152,0,209,0,-47
11,79,1.5,43,66,-23,0,0.921999187459733,0,0,157,0,636,0,-16
11,80,1.5,98,40,58,1,0.811748077775519,0,0,136,0,526,0,-10
11,81,10,51,4,47,1,1.41513128448423,0,0,29,0,904,0,-46
11,82,10,2,58,-56,0,5.09655157080397,0,0,69,0,3239,238,-8
11,83,10,99,30,69,1,5.06496392632744,0,0,75,0,2208,259,-20
11,84,10,53,23,30,1,4.29143627963003,0,0,43,0,1504,366,-27
11,85,10,95,6,89,1,5.8767569407546,0,0,93,0,3393,146,-44
11,86,10,51,0,51,1,5.59898919185525,0,0,78,0,4547,0,-50
11,87,10,49,96,-47,0,5.64396035698701,0,0,99,0,1712,2754,-46
11,88,10,29,96,-67,1,4.94289782589294,0,0,123,0,2254,907,46
11,89,10,51,1,50,1,4.86206057626623,0,0,89,0,2629,354,-49
11,90,10,12,64,-52,0,4.16054493443698,0,0,62,0,944,1368,-14
11,91,10,24,91,-67,0,4.86926204843894,0,0,83,0,3860,0,-41
11,92,10,51,3,48,1,4.39846188083902,0,0,267,0,3661,0,-47
11,93,10,56,50,6,1,3.57110824073879,0,0,93,0,1852,634,0
11,94,10,49,100,-51,0,4.04807174072175,0,0,0,0,1130,1051,-50
11,95,10,51,2,49,1,3.08276746524007,0,0,103,0,2043,358,-48
11,96,10,19,69,-50,0,3.46787385721109,0,0,84,0,1866,608,-19
11,97,10,87,5,82,1,3.66215482088501,0,0,170,0,1184,295,-45
11,98,10,2,52,-50,0,5.11233346907557,0,0,77,0,2314,796,-2
11,99,10,49,96,-47,0,4.48078826788333,0,0,0,56,2257,943,-46
11,100,10,5,62,-57,0,4.08207436580597,0,0,76,0,2323,422,-12
11,101,1.5,49,99,-50,0,0.609648916257356,0,0,127,0,296,0,-49
11,102,1.5,32,94,-62,0,0.558844063594734,0,0,200,0,87,0,-44
11,103,1.5,51,4,47,1,0.574015877389684,0,0,267,0,288,0,-46
11,104,1.5,51,3,48,1,0.500547639215256,0,0,286,0,214,0,-47
11,105,1.5,23,50,-27,0,0.685726239105861,0,0,286,0,400,0,0
11,106,1.5,49,96,-47,0,0.758821966522191,0,0,267,0,234,0,-46
11,107,1.5,37,69,-32,0,0.581947579324151,0,0,286,0,188,0,-19
11,108,1.5,87,37,50,1,0.675121153640248,0,0,262,0,389,0,-13
11,109,1.5,56,33,23,1,0.565036073872761,0,0,275,0,279,0,-17
11,110,1.5,72,19,53,1,0.474198691422316,0,0,265,0,188,0,-31
11,111,1.5,49,99,-50,0,0.51404556957732,0,0,266,0,228,0,-49
11,112,1.5,37,93,-56,0,0.633894717813746,0,0,128,0,348,0,-43
11,113,1.5,51,4,47,1,0.460362965648528,0,0,276,0,175,0,-46
11,114,1.5,16,58,-42,0,0.702903090551445,0,0,139,0,406,0,-8
11,115,1.5,35,92,-57,0,0.871365798419902,0,0,286,0,578,0,-42
11,116,1.5,51,0,51,1,0.440467751656797,0,0,286,0,155,0,-50
11,117,1.5,51,1,50,1,0.498315593388725,0,0,286,0,213,0,-49
11,118,1.5,60,11,49,1,0.570183303166232,0,0,272,0,38,0,-39
11,119,1.5,84,25,59,1,0.503380109596037,0,0,286,0,218,0,-25
11,120,1.5,21,54,-33,0,0.559227139894574,0,0,180,0,211,0,-4
11,121,10,49,99,-50,0,5.22472123285115,0,0,116,0,3553,305,-49
11,122,10,49,96,-47,0,5.86653704469518,0,0,0,0,2273,974,-46
11,123,10,51,0,51,1,4.92999669761411,0,0,71,0,3965,0,-50
11,124,10,51,2,49,1,4.95984193358254,0,0,86,0,4018,26,-48
11,125,10,34,88,-54,0,5.27626446583417,0,0,98,0,2199,889,-38
11,126,10,76,8,68,1,4.7633422064755,0,0,266,0,3653,118,-42
11,127,10,42,55,-13,0,3.471847104056,0,0,179,0,2026,155,-5
11,128,10,16,90,-74,0,3.39214278220607,0,0,269,0,1583,99,-40
11,129,10,0,97,-97,0,4.01970900097513,0,0,106,0,217,617,-47
11,130,10,49,85,-36,1,4.82114325795737,0,0,54,0,1812,868,35
11,131,10,21,77,-56,0,4.76502122174315,0,0,68,0,446,875,-27
11,132,10,49,99,-50,0,4.016868681907,0,0,86,0,933,993,-49
11,133,10,91,16,75,1,7.98626453828365,0,0,0,0,4624,1005,-34
11,134,10,49,96,-47,0,7.10781685159327,0,0,78,0,3214,1717,-46
11,135,10,37,93,-56,0,4.08891328901427,0,0,258,0,2077,586,-43
11,136,10,51,3,48,1,3.61568365092353,0,0,90,0,2218,337,-47
11,137,10,31,80,-49,0,4.88917054482408,0,0,91,0,1581,783,-30
11,138,10,51,2,49,1,6.59166425379954,0,0,0,0,3932,0,-48
11,139,10,68,7,61,1,6.43428842002686,0,0,0,0,2631,1073,-43
11,140,10,68,3,65,1,4.6589748951701,0,0,254,0,785,945,-47
11,141,1.5,51,4,47,1,1.05685683642787,0,0,267,0,771,0,-46
11,142,1.5,49,96,-47,0,0.609832756655123,0,0,286,0,324,0,-46
11,143,1.5,87,45,42,1,0.533025807791091,0,0,286,0,247,0,-5
11,144,1.5,95,25,70,1,0.610911951114758,0,0,114,0,80,0,-25
11,145,1.5,61,38,23,0,0.662038298070001,0,0,265,0,358,0,12
11,146,1.5,4,75,-71,0,1.32716289899508,0,0,139,0,483,0,-25
11,147,1.5,49,100,-51,0,0.677455534269939,0,0,220,0,0,388,-50
11,148,1.5,10,60,-50,0,0.565202405662603,0,0,286,0,280,0,-10
11,149,1.5,31,61,-30,0,0.529731472369349,0,0,218,0,0,0,-11
